# Default ICA inlet waveform for vortex-cfd.
# Ford MD, Alperin N, Lee SH, Holdsworth DW, Steinman DA. Characterization of
# volumetric flow rate waveforms in the normal internal carotid and vertebral
# arteries. Physiol Meas 2005;26(4):477-488. DOI 10.1088/0967-3334/26/4/013.
# Periodic cubic spline through the Table 2 ICA archetypal feature points,
# resampled to 100 points over t_norm in [0,1), renormalised to cycle mean = 1.
# Columns: t_norm (0-1, cycle fraction), flow_norm (VFR/VFR_avg, mean = 1).
# Regenerate with: python -m vortex_cfd.data.generate_ica_ford2005
0.000000,0.678775
0.010000,0.693412
0.020000,0.731661
0.030000,0.791068
0.040000,0.869176
0.050000,0.963532
0.060000,1.071682
0.070000,1.191168
0.080000,1.317345
0.090000,1.439205
0.100000,1.544588
0.110000,1.621333
0.120000,1.657283
0.130000,1.645142
0.140000,1.595809
0.150000,1.524430
0.160000,1.446150
0.170000,1.375487
0.180000,1.318113
0.190000,1.273169
0.200000,1.239644
0.210000,1.216526
0.220000,1.202803
0.230000,1.197462
0.240000,1.198990
0.250000,1.204678
0.260000,1.211641
0.270000,1.216996
0.280000,1.217857
0.290000,1.211848
0.300000,1.198761
0.310000,1.178971
0.320000,1.152849
0.330000,1.120770
0.340000,1.083107
0.350000,1.040906
0.360000,0.999127
0.370000,0.964146
0.380000,0.942342
0.390000,0.939843
0.400000,0.956141
0.410000,0.983526
0.420000,1.013929
0.430000,1.040158
0.440000,1.060507
0.450000,1.075386
0.460000,1.085207
0.470000,1.090385
0.480000,1.091348
0.490000,1.088538
0.500000,1.082397
0.510000,1.073367
0.520000,1.061889
0.530000,1.048407
0.540000,1.033360
0.550000,1.017193
0.560000,1.000346
0.570000,0.983262
0.580000,0.966381
0.590000,0.950147
0.600000,0.935001
0.610000,0.921220
0.620000,0.908745
0.630000,0.897477
0.640000,0.887315
0.650000,0.878158
0.660000,0.869905
0.670000,0.862456
0.680000,0.855710
0.690000,0.849567
0.700000,0.843925
0.710000,0.838685
0.720000,0.833745
0.730000,0.829006
0.740000,0.824373
0.750000,0.819793
0.760000,0.815228
0.770000,0.810637
0.780000,0.805981
0.790000,0.801221
0.800000,0.796317
0.810000,0.791230
0.820000,0.785920
0.830000,0.780349
0.840000,0.774476
0.850000,0.768262
0.860000,0.761668
0.870000,0.754659
0.880000,0.747289
0.890000,0.739688
0.900000,0.731988
0.910000,0.724321
0.920000,0.716818
0.930000,0.709612
0.940000,0.702835
0.950000,0.696618
0.960000,0.691094
0.970000,0.686395
0.980000,0.682652
0.990000,0.679998
